Date_reported, New_cases
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,5
2020-03-04,0
2020-03-05,0
2020-03-06,1
2020-03-07,7
2020-03-08,3
2020-03-09,0
2020-03-10,0
2020-03-11,5
2020-03-12,2
2020-03-13,12
2020-03-14,14
2020-03-15,0
2020-03-16,11
2020-03-17,9
2020-03-18,32
2020-03-19,0
2020-03-20,27
2020-03-21,30
2020-03-22,0
2020-03-23,67
2020-03-24,76
2020-03-25,0
2020-03-26,201
2020-03-27,0
2020-03-28,87
2020-03-29,101
2020-03-30,55
2020-03-31,75
2020-04-01,146
2020-04-02,88
2020-04-03,79
2020-04-04,132
2020-04-05,88
2020-04-06,98
2020-04-07,103
2020-04-08,74
2020-04-09,87
2020-04-10,80
2020-04-11,134
2020-04-12,46
2020-04-13,0
2020-04-14,277
2020-04-15,84
2020-04-16,141
2020-04-17,121
2020-04-18,96
2020-04-19,90
2020-04-20,55
2020-04-21,121
2020-04-22,113
2020-04-23,124
2020-04-24,143
2020-04-25,139
2020-04-26,222
2020-04-27,137
2020-04-28,54
2020-04-29,127
2020-04-30,182
2020-05-01,103
2020-05-02,172
2020-05-03,56
2020-05-04,149
2020-05-05,118
2020-05-06,123
2020-05-07,154
2020-05-08,229
2020-05-09,225
2020-05-10,150
2020-05-11,244
2020-05-12,110
2020-05-13,244
2020-05-14,285
2020-05-15,410
2020-05-16,161
2020-05-17,345
2020-05-18,326
2020-05-19,263
2020-05-20,303
2020-05-21,438
2020-05-22,474
2020-05-23,648
2020-05-24,718
2020-05-25,704
2020-05-26,723
2020-05-27,552
2020-05-28,600
2020-05-29,705
2020-05-30,769
2020-05-31,0
2020-06-01,1512
2020-06-02,637
2020-06-03,564
2020-06-04,904
2020-06-05,949
2020-06-06,929
2020-06-07,840
2020-06-08,983
2020-06-09,774
2020-06-10,826
2020-06-11,1141
2020-06-12,1226
2020-06-13,1386
2020-06-14,1391
2020-06-15,1531
2020-06-16,1282
2020-06-17,1208
2020-06-18,1374
2020-06-19,1393
2020-06-20,1958
2020-06-21,2060
2020-06-22,1634
2020-06-23,1581
2020-06-24,2146
2020-06-25,2285
2020-06-26,2635
2020-06-27,2606
2020-06-28,2886
2020-06-29,2401
2020-06-30,2189
2020-07-01,2335
2020-07-02,2262
2020-07-03,2667
2020-07-04,2744
2020-07-05,2845
2020-07-06,2590
2020-07-07,2439
2020-07-08,2632
2020-07-09,2979
2020-07-10,3604
2020-07-11,3663
2020-07-12,3367
2020-07-13,3449
2020-07-14,2657
2020-07-15,3099
2020-07-16,3645
2020-07-17,4250
2020-07-18,3623
2020-07-19,4518
2020-07-20,3223
2020-07-21,4231
2020-07-22,4019
2020-07-23,5344
2020-07-24,5782
2020-07-25,6127
2020-07-26,5493
2020-07-27,4801
2020-07-28,4205
2020-07-29,4890
2020-07-30,5939
2020-07-31,5641
2020-08-01,6377
2020-08-02,5929
2020-08-03,5241
2020-08-04,5376
2020-08-05,4824
2020-08-06,6792
2020-08-07,7147
2020-08-08,7513
2020-08-09,7482
2020-08-10,6134
2020-08-11,4688
2020-08-12,7369
2020-08-13,7043
2020-08-14,7663
2020-08-15,7498
2020-08-16,6365
2020-08-17,6663
2020-08-18,5469
2020-08-19,4557
2020-08-20,6840
2020-08-21,6693
2020-08-22,8225
2020-08-23,8159
2020-08-24,7759
2020-08-25,5352
2020-08-26,8713
2020-08-27,8771
2020-08-28,10550
2020-08-29,10104
2020-08-30,11717
2020-08-31,9230
2020-09-01,7187
2020-09-02,9309
2020-09-03,10504
2020-09-04,10933
2020-09-05,12026
2020-09-06,10684
2020-09-07,9924
2020-09-08,6986
2020-09-09,9215
2020-09-10,12027
2020-09-11,12259
2020-09-12,11905
2020-09-13,11507
2020-09-14,10776
2020-09-15,9056
2020-09-16,9909
2020-09-17,11892
2020-09-18,11674
2020-09-19,12701
2020-09-20,11945
2020-09-21,9276
2020-09-22,8431
2020-09-23,8782
2020-09-24,12027
2020-09-25,12625
2020-09-26,13467
2020-09-27,12969
2020-09-28,11249
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,5
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,7
2020-03-14,0
2020-03-15,18
2020-03-16,26
2020-03-17,0
2020-03-18,32
2020-03-19,34
2020-03-20,14
2020-03-21,24
2020-03-22,0
2020-03-23,30
2020-03-24,45
2020-03-25,30
2020-03-26,25
2020-03-27,39
2020-03-28,43
2020-03-29,52
2020-03-30,58
2020-03-31,0
2020-04-01,50
2020-04-02,39
2020-04-03,69
2020-04-04,96
2020-04-05,10
2020-04-06,0
2020-04-07,87
2020-04-08,44
2020-04-09,44
2020-04-10,16
2020-04-11,0
2020-04-12,76
2020-04-13,26
2020-04-14,0
2020-04-15,28
2020-04-16,68
2020-04-17,24
2020-04-18,42
2020-04-19,47
2020-04-20,43
2020-04-21,48
2020-04-22,38
2020-04-23,96
2020-04-24,50
2020-04-25,73
2020-04-26,150
2020-04-27,62
2020-04-28,59
2020-04-29,65
2020-04-30,134
2020-05-01,82
2020-05-02,125
2020-05-03,113
2020-05-04,121
2020-05-05,112
2020-05-06,163
2020-05-07,102
2020-05-08,145
2020-05-09,146
2020-05-10,138
2020-05-11,79
2020-05-12,146
2020-05-13,180
2020-05-14,118
2020-05-15,208
2020-05-16,239
2020-05-17,189
2020-05-18,351
2020-05-19,218
2020-05-20,230
2020-05-21,335
2020-05-22,322
2020-05-23,374
2020-05-24,359
2020-05-25,452
2020-05-26,289
2020-05-27,372
2020-05-28,442
2020-05-29,460
2020-05-30,251
2020-05-31,355
2020-06-01,210
2020-06-02,517
2020-06-03,515
2020-06-04,697
2020-06-05,596
2020-06-06,547
2020-06-07,766
2020-06-08,195
2020-06-09,350
2020-06-10,428
2020-06-11,566
2020-06-12,612
2020-06-13,723
2020-06-14,663
2020-06-15,397
2020-06-16,425
2020-06-17,544
2020-06-18,665
2020-06-19,459
2020-06-20,551
2020-06-21,560
2020-06-22,320
2020-06-23,418
2020-06-24,711
2020-06-25,771
2020-06-26,759
2020-06-27,662
2020-06-28,736
2020-06-29,482
2020-06-30,415
2020-07-01,523
2020-07-02,593
2020-07-03,662
2020-07-04,580
2020-07-05,706
2020-07-06,330
2020-07-07,349
2020-07-08,535
2020-07-09,526
2020-07-10,557
2020-07-11,489
2020-07-12,577
2020-07-13,182
2020-07-14,339
2020-07-15,515
2020-07-16,554
2020-07-17,442
2020-07-18,461
2020-07-19,415
2020-07-20,104
2020-07-21,273
2020-07-22,439
2020-07-23,469
2020-07-24,451
2020-07-25,383
2020-07-26,321
2020-07-27,73
2020-07-28,239
2020-07-29,308
2020-07-30,259
2020-07-31,354
2020-08-01,291
2020-08-02,209
2020-08-03,52
2020-08-04,196
2020-08-05,288
2020-08-06,233
2020-08-07,66
2020-08-08,300
2020-08-09,225
2020-08-10,23
2020-08-11,160
2020-08-12,201
2020-08-13,229
2020-08-14,276
2020-08-15,196
2020-08-16,168
2020-08-17,38
2020-08-18,145
2020-08-19,210
2020-08-20,263
2020-08-21,158
2020-08-22,139
2020-08-23,176
2020-08-24,33
2020-08-25,111
2020-08-26,131
2020-08-27,203
2020-08-28,181
2020-08-29,175
2020-08-30,124
2020-08-31,31
2020-09-01,97
2020-09-02,197
2020-09-03,196
2020-09-04,190
2020-09-05,188
2020-09-06,134
2020-09-07,62
2020-09-08,108
2020-09-09,199
2020-09-10,174
2020-09-11,177
2020-09-12,172
2020-09-13,187
2020-09-14,107
2020-09-15,150
2020-09-16,257
2020-09-17,295
2020-09-18,239
2020-09-19,244
2020-09-20,277
2020-09-21,121
2020-09-22,115
2020-09-23,210
2020-09-24,374
2020-09-25,392
2020-09-26,429
2020-09-27,328
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,0
2020-02-22,0
2020-02-23,0
2020-02-24,0
2020-02-25,0
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,0
2020-03-09,0
2020-03-10,0
2020-03-11,0
2020-03-12,0
2020-03-13,0
2020-03-14,0
2020-03-15,0
2020-03-16,0
2020-03-17,6
2020-03-18,2
2020-03-19,-3
2020-03-20,0
2020-03-21,0
2020-03-22,0
2020-03-23,3
2020-03-24,4
2020-03-25,0
2020-03-26,7
2020-03-27,0
2020-03-28,9
2020-03-29,18
2020-03-30,0
2020-03-31,4
2020-04-01,5
2020-04-02,0
2020-04-03,5
2020-04-04,2
2020-04-05,2
2020-04-06,0
2020-04-07,0
2020-04-08,7
2020-04-09,3
2020-04-10,8
2020-04-11,4
2020-04-12,6
2020-04-13,0
2020-04-14,0
2020-04-15,0
2020-04-16,1
2020-04-17,2
2020-04-18,1
2020-04-19,0
2020-04-20,1
2020-04-21,0
2020-04-22,0
2020-04-23,3
2020-04-24,0
2020-04-25,0
2020-04-26,0
2020-04-27,0
2020-04-28,0
2020-04-29,0
2020-04-30,0
2020-05-01,0
2020-05-02,0
2020-05-03,0
2020-05-04,0
2020-05-05,0
2020-05-06,1
2020-05-07,0
2020-05-08,0
2020-05-09,0
2020-05-10,0
2020-05-11,0
2020-05-12,0
2020-05-13,0
2020-05-14,0
2020-05-15,0
2020-05-16,0
2020-05-17,0
2020-05-18,0
2020-05-19,0
2020-05-20,0
2020-05-21,0
2020-05-22,0
2020-05-23,0
2020-05-24,0
2020-05-25,0
2020-05-26,0
2020-05-27,0
2020-05-28,0
2020-05-29,0
2020-05-30,0
2020-05-31,0
2020-06-01,0
2020-06-02,0
2020-06-03,0
2020-06-04,0
2020-06-05,0
2020-06-06,0
2020-06-07,0
2020-06-08,0
2020-06-09,0
2020-06-10,0
2020-06-11,0
2020-06-12,0
2020-06-13,0
2020-06-14,0
2020-06-15,0
2020-06-16,0
2020-06-17,0
2020-06-18,0
2020-06-19,0
2020-06-20,0
2020-06-21,0
2020-06-22,0
2020-06-23,0
2020-06-24,0
2020-06-25,0
2020-06-26,0
2020-06-27,0
2020-06-28,0
2020-06-29,0
2020-06-30,0
2020-07-01,2
2020-07-02,0
2020-07-03,0
2020-07-04,1
2020-07-05,0
2020-07-06,0
2020-07-07,1
2020-07-08,0
2020-07-09,0
2020-07-10,0
2020-07-11,0
2020-07-12,0
2020-07-13,0
2020-07-14,0
2020-07-15,0
2020-07-16,1
2020-07-17,0
2020-07-18,2
2020-07-19,0
2020-07-20,0
2020-07-21,5
2020-07-22,2
2020-07-23,2
2020-07-24,0
2020-07-25,0
2020-07-26,0
2020-07-27,0
2020-07-28,2
2020-07-29,0
2020-07-30,0
2020-07-31,0
2020-08-01,1
2020-08-02,0
2020-08-03,0
2020-08-04,2
2020-08-05,2
2020-08-06,8
2020-08-07,39
2020-08-08,92
2020-08-09,0
2020-08-10,0
2020-08-11,300
2020-08-12,67
2020-08-13,87
2020-08-14,81
2020-08-15,96
2020-08-16,0
2020-08-17,0
2020-08-18,208
2020-08-19,19
2020-08-20,84
2020-08-21,91
2020-08-22,91
2020-08-23,0
2020-08-24,0
2020-08-25,181
2020-08-26,60
2020-08-27,42
2020-08-28,90
2020-08-29,88
2020-08-30,0
2020-08-31,0
2020-09-01,149
2020-09-02,9
2020-09-03,98
2020-09-04,107
2020-09-05,81
2020-09-06,0
2020-09-07,0
2020-09-08,157
2020-09-09,33
2020-09-10,107
2020-09-11,141
2020-09-12,89
2020-09-13,0
2020-09-14,0
2020-09-15,227
2020-09-16,14
2020-09-17,92
2020-09-18,176
2020-09-19,54
2020-09-20,0
2020-09-21,0
2020-09-22,169
2020-09-23,36
2020-09-24,78
2020-09-25,56
2020-09-26,35
2020-09-27,0
2020-09-28,0
2020-01-03,0
2020-01-04,0
2020-01-05,0
2020-01-06,0
2020-01-07,0
2020-01-08,0
2020-01-09,0
2020-01-10,0
2020-01-11,0
2020-01-12,0
2020-01-13,0
2020-01-14,0
2020-01-15,0
2020-01-16,0
2020-01-17,0
2020-01-18,0
2020-01-19,0
2020-01-20,0
2020-01-21,0
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,7
2020-01-26,1
2020-01-27,1
2020-01-28,0
2020-01-29,2
2020-01-30,2
2020-01-31,0
2020-02-01,3
2020-02-02,0
2020-02-03,0
2020-02-04,1
2020-02-05,1
2020-02-06,1
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,0
2020-02-16,0
2020-02-17,0
2020-02-18,0
2020-02-19,0
2020-02-20,0
2020-02-21,2
2020-02-22,4
2020-02-23,1
2020-02-24,0
2020-02-25,1
2020-02-26,0
2020-02-27,0
2020-02-28,0
2020-02-29,2
2020-03-01,2
2020-03-02,6
2020-03-03,0
2020-03-04,0
2020-03-05,24
2020-03-06,5
2020-03-07,8
2020-03-08,7
2020-03-09,15
2020-03-10,0
2020-03-11,30
2020-03-12,18
2020-03-13,49
2020-03-14,8
2020-03-15,101
2020-03-16,38
2020-03-17,78
2020-03-18,96
2020-03-19,195
2020-03-20,164
2020-03-21,208
2020-03-22,17
2020-03-23,611
2020-03-24,427
2020-03-25,287
2020-03-26,376
2020-03-27,186
2020-03-28,650
2020-03-29,331
2020-03-30,279
2020-03-31,312
2020-04-01,303
2020-04-02,116
2020-04-03,374
2020-04-04,104
2020-04-05,181
2020-04-06,160
2020-04-07,49
2020-04-08,112
2020-04-09,96
2020-04-10,100
2020-04-11,137
2020-04-12,24
2020-04-13,9
2020-04-14,44
2020-04-15,50
2020-04-16,42
2020-04-17,10
2020-04-18,65
2020-04-19,73
2020-04-20,6
2020-04-21,13
2020-04-22,22
2020-04-23,14
2020-04-24,6
2020-04-25,20
2020-04-26,16
2020-04-27,10
2020-04-28,12
2020-04-29,13
2020-04-30,8
2020-05-01,16
2020-05-02,5
2020-05-03,16
2020-05-04,18
2020-05-05,24
2020-05-06,24
2020-05-07,26
2020-05-08,21
2020-05-09,18
2020-05-10,15
2020-05-11,12
2020-05-12,7
2020-05-13,16
2020-05-14,11
2020-05-15,14
2020-05-16,30
2020-05-17,17
2020-05-18,9
2020-05-19,15
2020-05-20,8
2020-05-21,11
2020-05-22,2
2020-05-23,14
2020-05-24,11
2020-05-25,3
2020-05-26,9
2020-05-27,15
2020-05-28,6
2020-05-29,11
2020-05-30,23
2020-05-31,12
2020-06-01,10
2020-06-02,9
2020-06-03,17
2020-06-04,8
2020-06-05,11
2020-06-06,11
2020-06-07,4
2020-06-08,5
2020-06-09,5
2020-06-10,2
2020-06-11,0
2020-06-12,18
2020-06-13,5
2020-06-14,12
2020-06-15,18
2020-06-16,15
2020-06-17,12
2020-06-18,23
2020-06-19,21
2020-06-20,18
2020-06-21,27
2020-06-22,25
2020-06-23,13
2020-06-24,18
2020-06-25,29
2020-06-26,37
2020-06-27,37
2020-06-28,46
2020-06-29,45
2020-06-30,81
2020-07-01,67
2020-07-02,86
2020-07-03,81
2020-07-04,254
2020-07-05,107
2020-07-06,87
2020-07-07,137
2020-07-08,169
2020-07-09,131
2020-07-10,173
2020-07-11,300
2020-07-12,194
2020-07-13,244
2020-07-14,183
2020-07-15,271
2020-07-16,244
2020-07-17,315
2020-07-18,425
2020-07-19,206
2020-07-20,361
2020-07-21,267
2020-07-22,359
2020-07-23,468
2020-07-24,410
2020-07-25,289
2020-07-26,355
2020-07-27,453
2020-07-28,532
2020-07-29,369
2020-07-30,278
2020-07-31,721
2020-08-01,602
2020-08-02,377
2020-08-03,641
2020-08-04,395
2020-08-05,411
2020-08-06,715
2020-08-07,418
2020-08-08,410
2020-08-09,426
2020-08-10,386
2020-08-11,313
2020-08-12,316
2020-08-13,414
2020-08-14,231
2020-08-15,385
2020-08-16,292
2020-08-17,253
2020-08-18,271
2020-08-19,214
2020-08-20,220
2020-08-21,243
2020-08-22,171
2020-08-23,195
2020-08-24,210
2020-08-25,104
2020-08-26,137
2020-08-27,152
2020-08-28,117
2020-08-29,126
2020-08-30,99
2020-08-31,123
2020-09-01,76
2020-09-02,73
2020-09-03,104
2020-09-04,126
2020-09-05,87
2020-09-06,71
2020-09-07,72
2020-09-08,43
2020-09-09,52
2020-09-10,91
2020-09-11,48
2020-09-12,52
2020-09-13,42
2020-09-14,44
2020-09-15,41
2020-09-16,46
2020-09-17,41
2020-09-18,34
2020-09-19,48
2020-09-20,24
2020-09-21,13
2020-09-22,14
2020-09-23,30
2020-09-24,31
2020-09-25,10
2020-09-26,17
2020-09-27,16
2020-09-28,24